status;title;url;programme;appel;annee;etat;duree;subvention;financeurs;disciplines;path
rejected;Intérêt de la Réalité Virtuelle en Thérapie Comportementale et Cognitive du Trouble d’Usage de Cocaïne;https://iresp.net/projets_finances/interet-de-la-realite-virtuelle-en-therapie-comportementale-et-cognitive-du-trouble-dusage-de-cocaine/;Addictions;Recherches pour lutter contre les usages de substances psychoactives et les addictions;2021;En cours;36 mois;;Fond de Lutte Contre les Addictions;Thérapie Comportementale (Psychologie);C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\146_2021_interet_de_la_realite_virtuelle_en_therapie_comportementale_et_cognitive_du_trouble_d_usage_de_cocaine.txt
rejected;Intérêt d’une approche « substitut traitement » pour le sevrage tabagique des patients coronariens hospitalisés en unité de soins intensifs cardiologiques;https://iresp.net/projets_finances/interet-dune-approche-substitut-traitement-pour-le-sevrage-tabagique-des-patients-coronariens-hospitalises-en-unite-de-soins-intensifs-cardiologiques/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;Clos;18 mois;50 000;Fonds de Lutte Contre le Tabagisme;"Cardiologie ; Addictologie ; Tabacologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\147_2018_interet_d_une_approche_substitut_traitement_pour_le_sevrage_tabagique_des_patients_coronariens_hospitalises_en_unite_de_.txt
rejected;Intervention COmmuNautaire en vue d’Eliminer le VHC parmi les personnes qui utilisent des drogues. Étude d’implémentation dans les villes de Paris, Marseille, Lyon et Fort de France.;https://iresp.net/projets_finances/intervention-communautaire-en-vue-deliminer-le-vhc-parmi-les-personnes-qui-utilisent-des-drogues-etude-dimplementation-dans-les-villes-de-paris-marseille-lyon-et-fort-de-france/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;36 mois;99 056,00 €;Fond de Lutte Contre les Addictions;Maladies infectieuses, Psychiatrie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\148_2022_intervention_communautaire_en_vue_d_eliminer_le_vhc_parmi_les_personnes_qui_utilisent_des_drogues_etude_d_implementation.txt
rejected;Intervention de prévention des risques des pesticides chez les agriculteurs français, utilisant des méthodes pédagogiques alternatives à l’apport descendant de connaissances.;https://iresp.net/projets_finances/intervention-de-prevention-des-risques-des-pesticides-chez-les-agriculteurs-francais-utilisant-des-methodes-pedagogiques-alternatives-a-lapport-descendant-de-connaissances/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;36 mois;249 080,00 €;DGS;Interventional Epidemiology, Social Psychology, Analytical Chemistry;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\149_2022_intervention_de_prevention_des_risques_des_pesticides_chez_les_agriculteurs_francais_utilisant_des_methodes_pedagogiques.txt
rejected;Intervention de promotion du bien-être et de la santé mentale dans une communauté en ligne d’adolescents;https://iresp.net/projets_finances/intervention-de-promotion-du-bien-etre-et-de-la-sante-mentale-dans-une-communaute-en-ligne-dadolescents/;Services, interventions et politiques favorables à la santé;Recherche en santé publique;2020;En cours;36 mois;189 703,00 €;DGS;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\150_2020_intervention_de_promotion_du_bien_etre_et_de_la_sante_mentale_dans_une_communaute_en_ligne_d_adolescents.txt
accepted;Intervention développementale précoce DENVER pour les enfants avec polyhandicap : une étude pilote de faisabilité et d’efficacité;https://iresp.net/projets_finances/intervention-developpementale-precoce-denver-pour-les-enfants-avec-polyhandicap-une-etude-pilote-de-faisabilite-et-defficacite/;Autonomie;Polyhandicap;2019;Clos;36 mois;147 590,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\070_2019_intervention_developpementale_precoce_denver_pour_les_enfants_avec_polyhandicap_une_etude_pilote_de_faisabilite_et_d_eff.txt
accepted;Intervention pour enfant avec un trouble du spectre autistique conduite par les parents, formés et accompagnés par visioconférence : Facilitateurs et obstacles pour les parents;https://iresp.net/projets_finances/intervention-pour-enfant-avec-un-trouble-du-spectre-autistique-conduite-par-les-parents-formes-et-accompagnes-par-visioconference-facilitateurs-et-obstacles-pour-les-parents/;Autonomie;Autisme (session 3);2016;En cours;36 mois;70595,50;CNSA;"Santé publique ; Psychiatrie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\071_2016_intervention_pour_enfant_avec_un_trouble_du_spectre_autistique_conduite_par_les_parents_formes_et_accompagnes_par_visioc.txt
rejected;Investigation mutidimensioNnelle de l’Inflammation mICrovasculaire sans anticorps anti-HLA dans la transplantation rénale;https://iresp.net/projets_finances/investigation-mutidimensionnelle-de-linflammation-microvasculaire-sans-anticorps-anti-hla-dans-la-transplantation-renale/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2024;En cours;36 mois;1 184 059,00;INSERM;Kidney transplantation/ Biostatistics, Bioinformatics/ Personalized Medicine/ Allogenomic / Immunology;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\151_2024_investigation_mutidimensionnelle_de_l_inflammation_microvasculaire_sans_anticorps_anti_hla_dans_la_transplantation_renal.txt
rejected;Jeunes ayant des comportements à pouvoir addictif en lien avec les jeux vidéos : des interventions pour réduire les risques;https://iresp.net/projets_finances/jeunes-ayant-des-comportements-a-pouvoir-addictif-en-lien-avec-les-jeux-videos-des-interventions-pour-reduire-les-risques/;Addictions;Conduites Addictives et Drogues;2024;En cours;24 mois;149 256,00;Fonds de lutte contre les addictions;Promotion de la santé, prévention;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\152_2024_jeunes_ayant_des_comportements_a_pouvoir_addictif_en_lien_avec_les_jeux_videos_des_interventions_pour_reduire_les_risque.txt
accepted;La communication des élèves avec polyhandicap en contexte de classe – Etude des interactions entre pairs et entre élève/adulte au sein du groupe pédagogique;https://iresp.net/projets_finances/la-communication-des-eleves-avec-polyhandicap-en-contexte-de-classe-etude-des-interactions-entre-pairs-et-entre-eleve-adulte-au-sein-du-groupe-pedagogique/;Autonomie;Polyhandicap;2019;Clos;18 mois;130 280,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\072_2019_la_communication_des_eleves_avec_polyhandicap_en_contexte_de_classe_etude_des_interactions_entre_pairs_et_entre_eleve_ad.txt
rejected;La concertation pluriprofessionnelle au sein des maisons de santé : une étude interdisciplinaire – François Xavier SCHWEYER;https://iresp.net/projets_finances/la-concertation-pluriprofessionnelle-au-sein-des-maisons-de-sante-une-etude-interdisciplinaire/;Services, interventions et politiques favorables à la santé;Général - volet Recherche sur les services de santé;2018;Clos;24 mois;151 998,00 €;CNAMTS;Sociologie / Médecine / Géographie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\153_2018_la_concertation_pluriprofessionnelle_au_sein_des_maisons_de_sante_une_etude_interdisciplinaire_francois_xavier_schweyer.txt
accepted;La critique ordinaire des usagers en santé mentale : du processus d’émergence et de traitement des plaintes au sein des établissements à leurs effets sur l’institution;https://iresp.net/projets_finances/la-critique-ordinaire-des-usagers-en-sante-mentale-du-processus-demergence-et-de-traitement-des-plaintes-au-sein-des-etablissements-a-leurs-effets-sur-linstitution/;Autonomie;Blanc (session 8);2017;Clos;24 mois;149 840,00 €;CNSA;Sociologie / Ethique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\073_2017_la_critique_ordinaire_des_usagers_en_sante_mentale_du_processus_d_emergence_et_de_traitement_des_plaintes_au_sein_des_et.txt
accepted;La légitimité des concernés : évolutions de l’espace de la cause du handicap depuis la loi 2005;https://iresp.net/projets_finances/la-legitimite-des-concernes-evolutions-de-lespace-de-la-cause-du-handicap-depuis-la-loi-2005/;Autonomie;Dispositif Doctoral du programme Autonomie;2024;Clos;12 mois;48 552,00 €;CNSA;Science politique et sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\074_2024_la_legitimite_des_concernes_evolutions_de_l_espace_de_la_cause_du_handicap_depuis_la_loi_2005.txt
accepted;La participation politique des personnes handicapées;https://iresp.net/projets_finances/la-participation-politique-des-personnes-handicapees/;Autonomie;Blanc;2023;En cours;36 mois;250 000,00 €;CNSA;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\075_2023_la_participation_politique_des_personnes_handicapees.txt
rejected;La place de l’éthique dans l’élaboration des programmes politiques de prévention de santé publique;https://iresp.net/projets_finances/la-place-de-lethique-dans-lelaboration-des-programmes-politiques-de-prevention-de-sante-publique/;Services, interventions et politiques favorables à la santé;Général - volet Prévention;2017;Clos;36 mois;191 576,00 €;;Ethique / Santé publique / Sciences politiques;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\154_2017_la_place_de_l_ethique_dans_l_elaboration_des_programmes_politiques_de_prevention_de_sante_publique.txt
accepted;La politisation des situations de handicap : accessibilité, participation et citoyenneté des personnes handicapées en France (2019-2022);https://iresp.net/projets_finances/la-politisation-des-situations-de-handicap-accessibilite-participation-et-citoyennete-des-personnes-handicapees-en-france-2019-2022/;Autonomie;Blanc (session 9);2018;Clos;36 mois;149 645,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\076_2018_la_politisation_des_situations_de_handicap_accessibilite_participation_et_citoyennete_des_personnes_handicapees_en_franc.txt
accepted;La « prescription d’activité physique » dans les parcours de prise en charge des personnes vieillissantes à l’aune des inégalités de santé : une comparaison entre territoires français;https://iresp.net/projets_finances/la-prescription-dactivite-physique-dans-les-parcours-de-prise-en-charge-des-personnes-vieillissantes-a-laune-des-inegalites-de-sante-une-comparaison-entre-territoires-francais/;Autonomie;Blanc (session 10);2019;En cours;30 mois;149 947,00 €;CNSA;None;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\077_2019_la_prescription_d_activite_physique_dans_les_parcours_de_prise_en_charge_des_personnes_vieillissantes_a_l_aune_des_inega.txt
rejected;La promotion du sommeil chez les enfants d’âge préscolaire;https://iresp.net/projets_finances/la-promotion-du-sommeil-chez-les-enfants-dage-prescolaire/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2021;En cours;48 mois;399 414,00 €;DGS;Public health medicine/ cognitive psychology/ intervention methodology/ epidemiology;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\155_2021_la_promotion_du_sommeil_chez_les_enfants_d_age_prescolaire.txt
rejected;La réalité virtuelle pour évaluer et améliorer les messages de prévention anti-tabac;https://iresp.net/projets_finances/la-realite-virtuelle-pour-evaluer-et-ameliorer-les-messages-de-prevention-anti-tabac/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;Clos;36 mois;247 312;Fonds de Lutte Contre le Tabac;"Psychologie ; Sciences Humaines et Sociales";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\156_2018_la_realite_virtuelle_pour_evaluer_et_ameliorer_les_messages_de_prevention_anti_tabac.txt
accepted;La vie au quotidien des personnes en Etat Végétatif Chronique (EVC) ou en Etat Pauci-Relationnel (EPR), à domicile;https://iresp.net/projets_finances/la-vie-au-quotidien-des-personnes-en-etat-vegetatif-chronique-evc-ou-en-etat-pauci-relationnel-epr-a-domicile/;Autonomie;Blanc;2016;Clos;24 mois;80 000 €;CNSA;"Psychologie ; Sciences de l'éducation ; Sociologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\078_2016_la_vie_au_quotidien_des_personnes_en_etat_vegetatif_chronique_evc_ou_en_etat_pauci_relationnel_epr_a_domicile.txt
rejected;L’accès aux soins en santé mentale de la part des jeunes : utilisation des services actuels et enquête sur le rôle d’Internet et des nouvelles technologies pour la détection et prise en charge des troubles psychiques (Se-SaMe-Jeunes);https://iresp.net/projets_finances/lacces-aux-soins-en-sante-mentale-de-la-part-des-jeunes-utilisation-des-services-actuels-et-enquete-sur-le-role-dinternet-et-des-nouvelles-technologies-pour-la-detection-et-prise-e/;Services, interventions et politiques favorables à la santé;Général - Volet Recherche sur les services de santé;2016;Clos;12 mois;49852;CNAMTS;"Epidémiologie ; Communication en santé ; Anthropologie ; Santé publique ; Psychologie ; Psychiatrie ; Sociologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\157_2016_l_acces_aux_soins_en_sante_mentale_de_la_part_des_jeunes_utilisation_des_services_actuels_et_enquete_sur_le_role_d_inter.txt
rejected;L’alcool et les drogues dans l’Université de Caen Normandie ” – Partie 3 « Prévention » (ADUC Part 3);https://iresp.net/projets_finances/lalcool-et-les-drogues-dans-luniversite-de-caen-normandie-partie-3-prevention-aduc-part-3/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;En cours;48 mois;295 793;Fonds de Lutte Contre les Addictions;"Psychologie ; Addictologie ; Épidémiologie ; Santé publique";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\158_2019_l_alcool_et_les_drogues_dans_l_universite_de_caen_normandie_partie_3_prevention_aduc_part_3.txt
accepted;Le devenir des pilotes MAIA : trajectoires individuelles, dynamiques des compétences et politiques d’organisations dans le champ de l’autonomie;https://iresp.net/projets_finances/le-devenir-des-pilotes-maia-trajectoires-individuelles-dynamiques-des-competences-et-politiques-dorganisations-dans-le-champ-de-lautonomie/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2023;En cours;18 mois;113 792,00 €;CNSA;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\079_2023_le_devenir_des_pilotes_maia_trajectoires_individuelles_dynamiques_des_competences_et_politiques_d_organisations_dans_le_.txt
rejected;Le rôle du craving dans l’addiction aux écrans, et ses corrélats physiologiques.;https://iresp.net/projets_finances/le-role-du-craving-dans-laddiction-aux-ecrans-et-ses-correlats-physiologiques/;Addictions;Conduites Addictives et Drogues : Prévention, Mécanismes, Repérage et Accompagnement;2024;En cours;36 mois;151 200,00;Fonds de lutte contre les addictions;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\159_2024_le_role_du_craving_dans_l_addiction_aux_ecrans_et_ses_correlats_physiologiques.txt
rejected;Lecture de l’information nutritionnelle et usages en populations défavorisées;https://iresp.net/projets_finances/lecture-de-linformation-nutritionnelle-et-usages-en-populations-defavorisees/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;18 mois;95 023,00 €;DGS;"Nutrition ; Education à la santé ; sciences de gestion ; santé publique ; sociologie de l'alimentation";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\160_2022_lecture_de_l_information_nutritionnelle_et_usages_en_populations_defavorisees.txt
rejected;Les avertissements sanitaires sur les paquets de tabac – L’étude NUHWTOPAC;https://iresp.net/projets_finances/les-avertissements-sanitaires-sur-les-paquets-de-tabac-letude-nuhwtopac/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;Clos;18 mois;48 802;Fonds de Lutte Contre le Tabac;"Psychologie ; Économie de la santé ; Économie expérimentale ; Étude des comportements économiques";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\161_2018_les_avertissements_sanitaires_sur_les_paquets_de_tabac_l_etude_nuhwtopac.txt
accepted;Les certificats médicaux donnant lieu à des demandes d’informations complémentaires dans le cadre de l’évaluation du handicap psychique : l’avis des MDPH, des médecins et des usagers;https://iresp.net/projets_finances/les-certificats-medicaux-donnant-lieu-a-des-demandes-dinformations-complementaires-dans-le-cadre-de-levaluation-du-handicap-psychique-lavis-des-mdph-des-medecins-et-des-u/;Autonomie;Blanc (session 10);2019;Clos;12 mois;49 838,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\080_2019_les_certificats_medicaux_donnant_lieu_a_des_demandes_d_informations_complementaires_dans_le_cadre_de_l_evaluation_du_han.txt
accepted;Les expériences du handicap en France et en GrèceRelations entre personnes handicapées, aidants familiaux et professionnelsUn réseau de jeunes chercheurs européens;https://iresp.net/projets_finances/les-experiences-du-handicap-en-france-et-en-grecerelations-entre-personnes-handicapees-aidants-familiaux-et-professionnelsun-reseau-de-jeunes-chercheurs-europeens/;Autonomie;Blanc (session 9);2018;Clos;12 mois;35 495,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\081_2018_les_experiences_du_handicap_en_france_et_en_grecerelations_entre_personnes_handicapees_aidants_familiaux_et_professionne.txt
rejected;Les fibres alimentaires pour améliorer la prise en charge du sevrage de l’alcool – étude preuve de concept randomisée contrôlée en ouvert;https://iresp.net/projets_finances/les-fibres-alimentaires-pour-ameliorer-la-prise-en-charge-du-sevrage-de-lalcool-etude-preuve-de-concept-randomisee-controlee-en-ouvert/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;24 mois;99 575;Fonds de Lutte Contre les Addictions;Sciences médicales (gastroentérologie et nutrition);C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\162_2022_les_fibres_alimentaires_pour_ameliorer_la_prise_en_charge_du_sevrage_de_l_alcool_etude_preuve_de_concept_randomisee_cont.txt
rejected;Les interventions psychiques dans les services de soins en santé mentale Permanences, hybridations et innovations (LIP3SM);https://iresp.net/projets_finances/les-interventions-psychiques-dans-les-services-de-soins-en-sante-mentale-permanences-hybridations-et-innovations-lip4sm/;Services, interventions et politiques favorables à la santé;Général -Volet Recherche sur les services de santé;2017;Clos;24 mois;146 533,45;DGS;"Sociologie ; Psychologie sociale ; Psychiatrie ; Epidémiologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\163_2017_les_interventions_psychiques_dans_les_services_de_soins_en_sante_mentale_permanences_hybridations_et_innovations_lip3sm.txt
accepted;Les parcours d’accès aux droits et aux services administratifs des personnes handicapées;https://iresp.net/projets_finances/les-parcours-dacces-aux-droits-et-aux-services-administratifs-des-personnes-handicapees/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2024;En cours;36 mois;116 917,00;CNSA;Géographie sociale, Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\082_2024_les_parcours_d_acces_aux_droits_et_aux_services_administratifs_des_personnes_handicapees.txt
rejected;Les pharmaciens dans l’exercice coordonné en soins primaires : conditions d’intégration, attentes et logiques professionnelles – Christine PEYRON;https://iresp.net/projets_finances/les-pharmaciens-dans-lexercice-coordonne-en-soins-primaires-conditions-dintegration-attentes-et-logiques-professionnelles/;Services, interventions et politiques favorables à la santé;Général - volet Recherche sur les services de santé;2018;Clos;24 mois;182 315,00 €;DGS;Economie / Sociologie / Sciences paramédicales;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\164_2018_les_pharmaciens_dans_l_exercice_coordonne_en_soins_primaires_conditions_d_integration_attentes_et_logiques_professionnel.txt
rejected;Les risques liés à l’alcoolisation et à la santé sexuelle chez les jeunes adultes en France et en Corée du Sud;https://iresp.net/projets_finances/les-risques-lies-a-lalcoolisation-et-a-la-sante-sexuelle-chez-les-jeunes-adultes-en-france-et-en-coree-du-sud/;Addictions;Conduites Addictives et Drogues : Prévention, Mécanismes, Repérage et Accompagnement;2024;En cours;12 mois;48 075,00;Fonds de lutte contre les addictions;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\165_2024_les_risques_lies_a_l_alcoolisation_et_a_la_sante_sexuelle_chez_les_jeunes_adultes_en_france_et_en_coree_du_sud.txt
accepted;Les savoirs expérientiels au cœur de l’accompagnement et du soutien par les pairs;https://iresp.net/projets_finances/les-savoirs-experientiels-au-coeur-de-laccompagnement-et-du-soutien-par-les-pairs/;Autonomie;Blanc (session 10);2019;Clos;36 mois;148 524,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\083_2019_les_savoirs_experientiels_au_c_ur_de_l_accompagnement_et_du_soutien_par_les_pairs.txt
accepted;L’évaluation de l’autonomie. Des outils aux usages (EVAUTO);https://iresp.net/projets_finances/levaluation-de-lautonomie-des-outils-aux-usages-evauto/;Autonomie;Établissements, Services et Transformation de l'Offre Médico-Sociale (session 4);2022;En cours;36 mois;169 053,00 €;CNSA;Sociologie - Anthropologie - Histoire - Philosophie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\084_2022_l_evaluation_de_l_autonomie_des_outils_aux_usages_evauto.txt
accepted;L’évolution des modalités d’accompagnement médico-social : de l’institution totale à l’accompagnement total;https://iresp.net/projets_finances/levolution-des-modalites-daccompagnement-medico-social-de-linstitution-totale-a-laccompagnement-total/;Autonomie;Dispositifs et modalités d’accompagnement des personnes handicapées dans les établissements et services médico-sociaux;2017;Clos;36 mois;10 000,00 €;CNSA;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\085_2017_l_evolution_des_modalites_d_accompagnement_medico_social_de_l_institution_totale_a_l_accompagnement_total.txt
accepted;L’EXPERIENCE DU HANDICAP ET DE L’AUTONOMIE CHEZ LES PERSONNES CONCERNEES PAR LE TRAUMATISME CRANIEN;https://iresp.net/projets_finances/lexperience-du-handicap-et-de-lautonomie-chez-les-personnes-concernees-par-le-traumatisme-cranien/;Autonomie;Blanc (session 9);2018;Clos;36 mois;149 580,00 €;CNSA;None;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\086_2018_l_experience_du_handicap_et_de_l_autonomie_chez_les_personnes_concernees_par_le_traumatisme_cranien.txt
rejected;Littératie en santé mentale des enfants: co-création et évaluation d’une intervnetion dans le cadre de l’école afin de développer et de valider une échelle ad hoc;https://iresp.net/projets_finances/litteratie-en-sante-mentale-des-enfants-co-creation-et-evaluation-dune-intervnetion-dans-le-cadre-de-lecole-afin-de-developper-et-de-valider-une-echelle-ad-hoc/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;36 mois;249 983,00 €;DGS;health communication / psychology / statistics / education sciences / public health;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\166_2022_litteratie_en_sante_mentale_des_enfants_co_creation_et_evaluation_d_une_intervnetion_dans_le_cadre_de_l_ecole_afin_de_de.txt
accepted;Living lab régional Autonomos;https://iresp.net/projets_finances/living-lab-regional-autonomos/;Autonomie;Blanc;2024;En cours;12 mois;47 320,00;CNSA;Sciences humaines et sociales, Design social;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\087_2024_living_lab_regional_autonomos.txt
rejected;lmpact de l’antibiogramme ciblé sur l’utilisation des antibiotiques à large spectre dans les infections urinaires féminines à E. coli en médecine générale: essai pragmatique randomisé en clusters en population;https://iresp.net/projets_finances/lmpact-de-lantibiogramme-cible-sur-lutilisation-des-antibiotiques-a-large-spectre-dans-les-infections-urinaires-feminines-a-e-coli-en-medecine-generale-essai-pragmatique-randomise/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;30 mois;231 760,00 €;DGS;Médecine générale / Santé publique / Organisation des soins;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\167_2022_lmpact_de_l_antibiogramme_cible_sur_l_utilisation_des_antibiotiques_a_large_spectre_dans_les_infections_urinaires_femini.txt
rejected;L’ordre négocié de l’alcool au rugby et en escalade (ONARES) – Yannick Le Hénaff;https://iresp.net/projets_finances/lordre-negocie-de-lalcool-au-rugby-et-en-escalade-onares/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;24 mois;92177;Fonds de Lutte Contre les Addictions;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\168_2019_l_ordre_negocie_de_l_alcool_au_rugby_et_en_escalade_onares_yannick_le_henaff.txt
accepted;L’orientation scolaire des élèves soutenus par le dispositif ULIS en fin de troisième : continuités des pratiques et des représentations, discontinuités des parcours ?;https://iresp.net/projets_finances/lorientation-scolaire-des-eleves-soutenus-par-le-dispositif-ulis-en-fin-de-troisieme-continuites-des-pratiques-et-des-representations-discontinuites-des-parcours/;Autonomie;Blanc (session 11);2020;Clos;36 mois;150 000,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\088_2020_l_orientation_scolaire_des_eleves_soutenus_par_le_dispositif_ulis_en_fin_de_troisieme_continuites_des_pratiques_et_des_r.txt
accepted;L’orthophonie libérale dans le diagnostic des troubles dys (dyslexie, dyscalculie, dysgraphie, dyspraxie).;https://iresp.net/projets_finances/lorthophonie-liberale-dans-le-diagnostic-des-troubles-dys-dyslexie-dyscalculie-dysgraphie-dyspraxie/;Autonomie;Troubles du spectre de l’autisme, troubles du neurodéveloppement et Sciences humaines et sociales;2023;En cours;24 mois;172 792,80 €;CNSA;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\089_2023_l_orthophonie_liberale_dans_le_diagnostic_des_troubles_dys_dyslexie_dyscalculie_dysgraphie_dyspraxie.txt
rejected;L’usage des activités physiques dans la prise en charge des addictions (APhyChaddi) – Yannick Le Hénaff;https://iresp.net/projets_finances/lusage-des-activites-physiques-dans-la-prise-en-charge-des-addictions-aphychaddi/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;24 mois;87720;Fonds de Lutte Contre les Addictions;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\169_2019_l_usage_des_activites_physiques_dans_la_prise_en_charge_des_addictions_aphychaddi_yannick_le_henaff.txt
rejected;Marqueurs biopsychosociaux de l’addiction chez les usagers d’opioïdes : une approche intégrative;https://iresp.net/projets_finances/marqueurs-biopsychosociaux-de-laddiction-chez-les-usagers-dopioides-une-approche-integrative/;Addictions;Lutter contre les usages de substances psychoactives et les addictions;2021;En cours;48 mois;809 650;Fonds de Lutte Contre les Addictions;Psychiatrie, Neurobiologie, Epidémiologie, Santé Publique, Bioinformatique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\170_2021_marqueurs_biopsychosociaux_de_l_addiction_chez_les_usagers_d_opioides_une_approche_integrative.txt
rejected;Masculinités, santé et parcours de vie;https://iresp.net/projets_finances/masculinites-sante-et-parcours-de-vie/;Services, interventions et politiques favorables à la santé;Général - Volet Prévention;2016;Clos;12 mois;30000;DGS;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\171_2016_masculinites_sante_et_parcours_de_vie.txt
rejected;Mécanismes épigénétiques de vulnérabilité à l’addiction à la cocaïne : étude du rôle de l’histone méthyl-transférase PRDM2 au moyen d’un modèle animal basé sur les critères cliniques de la pathologie;https://iresp.net/projets_finances/mecanismes-epigenetiques-de-vulnerabilite-a-laddiction-a-la-cocaine-etude-du-role-de-lhistone-methyl-transferase-prdm2-au-moyen-dun-modele-animal-base-sur-les-criteres-cli/;Addictions;Recherches pour lutter contre les usages de substances psychoactives et les addictions;2021;En cours;36 mois;;Fond de Lutte Contre les Addictions;Neurosciences;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\172_2021_mecanismes_epigenetiques_de_vulnerabilite_a_l_addiction_a_la_cocaine_etude_du_role_de_l_histone_methyl_transferase_prdm2.txt
